LSN,EventTime(UTC+8),Event,Detail,File/Directory Name,Full Path,CreationTime,ModifiedTime,MFTModifiedTime,AccessedTime,Redo,Target VCN,Cluster Index
4353256082,12/29/22 23:28,File Creation,,Preferences~RF4334a6.TMP,\Users\blueangel\AppData\Local\Google\Chrome\User Data\Default\Preferences~RF4334a6.TMP,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,Initialize File Record Segment,0xB40D,2
4353256484,12/29/22 23:28,File Deletion,,Preferences~RF4334a6.TMP,\Users\blueangel\AppData\Local\Google\Chrome\User Data\Default\Preferences~RF4334a6.TMP,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,Deallocate File Record Segment,0xB40D,2
4353256682,12/29/22 23:28,Renaming File,Preferences -> Preferences~RF4334a6.TMP,Preferences~RF4334a6.TMP,\Users\blueangel\AppData\Local\Google\Chrome\User Data\Default\Preferences~RF4334a6.TMP,,,,,Create Attribute,0x8849,2
4353257172,12/29/22 23:28,Renaming File,bc966ff3-4590-44a0-9ba6-88219773e44a.tmp -> Preferences,Preferences,\Users\blueangel\AppData\Local\Google\Chrome\User Data\Default\Preferences,,,,,Create Attribute,0xB40C,6
4353257491,12/29/22 23:28,Updating MFTModified Time,MFTModifiedTime : 2022-12-29 23:27:54 -> 2022-12-29 23:28:04,Preferences~RF4334a6.TMP,\Users\blueangel\AppData\Local\Google\Chrome\User Data\Default\Preferences~RF4334a6.TMP,,,,,Update Resident Value,0x8849,2
4353257888,12/29/22 23:28,File Deletion,,Preferences~RF4334a6.TMP,\Users\blueangel\AppData\Local\Google\Chrome\User Data\Default\Preferences~RF4334a6.TMP,12/16/22 17:29,12/29/22 23:27,12/29/22 23:28,12/29/22 23:27,Deallocate File Record Segment,0x8849,2
4353258131,12/29/22 23:28,Updating Modified Time,ModifiedTime : 2022-12-29 23:27:55 -> 2022-12-29 23:28:05,History-journal <Guessed>,\Users\blueangel\AppData\Local\Google\Chrome\User Data\Default\History-journal,,,,,Update Resident Value,0x6C37,0
4353258219,12/29/22 23:28,Updating Modified Time,ModifiedTime : 2022-12-29 23:27:55 -> 2022-12-29 23:28:05,History <Guessed>,\Users\blueangel\AppData\Local\Google\Chrome\User Data\Default\History,,,,,Update Resident Value,0x6C36,0
4353258596,12/29/22 23:28,File Creation,,pkg221229040000001d.bin,,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,Initialize File Record Segment,0x8849,2
4353258884,,Writing Content of Non-Resident File,Data Runs(in Volume) : 5082005(1),pkg221229040000001d.bin,,,,,,Update Mapping Pairs,0x8849,2
4353259120,,Updating Modified Time,ModifiedTime : 2022-12-29 23:27:54 -> 2022-12-29 23:28:06,000003.log <Guessed>,\Users\blueangel\AppData\Local\Google\Chrome\User Data\Default\GCM Store\000003.log,,,,,Update Resident Value,0x701F,4
4353259264,12/29/22 22:37,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/29/22 22:37,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,Initialize File Record Segment,0xB40D,2
4353259491,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0xB40D,2
4353260119,,Updating Modified Time,ModifiedTime : 2022-12-29 23:28:01 -> 2022-12-29 23:28:06,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2
4353260497,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/29/22 22:37,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,Deallocate File Record Segment,0xB40D,2
4353260692,12/29/22 22:37,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/29/22 22:37,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,Initialize File Record Segment,0xB40D,2
4353260919,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0xB40D,2
4353261926,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/29/22 22:37,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,Deallocate File Record Segment,0xB40D,2
4353262113,12/29/22 23:28,File Creation,,nsfsp00000093.tmp,\Windows\Temp\_avast_\nsfsp00000093.tmp,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,12/29/22 23:28,Initialize File Record Segment,0xB40D,2
4353262396,12/29/22 23:28,Writing Content of Non-Resident File,Data Runs(in Volume) : 5279800(1),nsfsp00000093.tmp,\Windows\Temp\_avast_\nsfsp00000093.tmp,,,,,Update Mapping Pairs,0xB40D,2
4353262529,12/29/22 23:28,Writing Content of Non-Resident File,Data Runs(in Volume) : 542835(16),,,,,,,Update Mapping Pairs,0x6C37,0
4353262582,12/29/22 23:28,Writing Content of Non-Resident File,Data Runs(in Volume) : 846370(16),,,,,,,Update Mapping Pairs,0x6C39,0
