LSN,EventTime(UTC+8),Event,Detail,File/Directory Name,Full Path,CreationTime,ModifiedTime,MFTModifiedTime,AccessedTime,Redo,Target VCN,Cluster Index
8713791615,,,,dropboxstatus-connecting@2x.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-connecting@2x.png,12/23/2023 00:14:23.1423,01/01/2000 08:00:00.00,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,Update Resident Value,0x170EF,2
8713791717,12/23/2023 00:14:23.1423,File Creation,,dropboxstatus-connecting@3x.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-connecting@3x.png,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,Initialize File Record Segment,0x170EF,6
8713791937,12/23/2023 00:14:23.1423,Writing Content of Resident File,Writing Size : 516,dropboxstatus-connecting@3x.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-connecting@3x.png,,,,,Update Resident Value,0x170EF,6
8713792122,12/23/2023 00:14:23.1423,Time Reversal Event,ModifiedTime : 2023-12-23 00:14:23 -> 2000-01-01 08:00:00(Zero in 100-nanoseconds),dropboxstatus-connecting@3x.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-connecting@3x.png,,,,,Update Resident Value,0x170EF,6
8713792351,12/23/2023 00:14:23.1423,,,dropboxstatus-connecting@3x.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-connecting@3x.png,12/23/2023 00:14:23.1423,01/01/2000 08:00:00.00,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,Update Resident Value,0x170EF,6
8713792451,12/23/2023 00:14:23.1423,File Creation,,dropboxstatus-idle.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-idle.png,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,Initialize File Record Segment,0x170F0,0
8713792671,12/23/2023 00:14:23.1423,Writing Content of Resident File,Writing Size : 217,dropboxstatus-idle.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-idle.png,,,,,Update Resident Value,0x170F0,0
8713792842,12/23/2023 00:14:23.1423,Time Reversal Event,ModifiedTime : 2023-12-23 00:14:23 -> 2000-01-01 08:00:00(Zero in 100-nanoseconds),dropboxstatus-idle.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-idle.png,,,,,Update Resident Value,0x170F0,0
8713793075,12/23/2023 00:14:23.1423,,,dropboxstatus-idle.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-idle.png,12/23/2023 00:14:23.1423,01/01/2000 08:00:00.00,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,Update Resident Value,0x170F0,0
8713793177,12/23/2023 00:14:23.1423,File Creation,,dropboxstatus-idle@1p25x.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-idle@1p25x.png,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,12/23/2023 00:14:23.1423,Initialize File Record Segment,0x171DC,2
8713793395,12/23/2023 00:14:23.1423,Writing Content of Resident File,Writing Size : 278,dropboxstatus-idle@1p25x.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-idle@1p25x.png,,,,,Update Resident Value,0x171DC,2
8713793576,12/23/2023 00:14:23.1423,Time Reversal Event,ModifiedTime : 2023-12-23 00:14:23 -> 2000-01-01 08:00:00(Zero in 100-nanoseconds),dropboxstatus-idle@1p25x.png,\Program Files (x86)\Dropbox\Client\189.4.8395\images\03_Tray_Icon\win\light\dropboxstatus-idle@1p25x.png,,,,,Update Resident Value,0x171DC,2
