lsn,eventtime(utc+8),event,detail,file/directory name,full path,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,target vcn,cluster index,is_timestomped,is_suspicious_execution
10050181723,12/26/23 0:04:34,File Creation,,rtmcontrol.msrtc-0-978085247.blog,\Users\blueangel\AppData\Roaming\Microsoft\Teams\media-stack\rtmcontrol.msrtc-0-978085247.blog,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,Initialize File Record Segment,0x803,2,0,0
10050181944,12/26/23 0:04:34,Writing Content of Resident File,Writing Size : 9,rtmcontrol.msrtc-0-978085247.blog,\Users\blueangel\AppData\Roaming\Microsoft\Teams\media-stack\rtmcontrol.msrtc-0-978085247.blog,,,,,Update Resident Value,0x803,2,0,0
10050182231,12/26/23 0:04:34,,,installTime.txt,\Users\blueangel\AppData\Roaming\Microsoft\Teams\installTime.txt,12/17/22 0:44:34,4/19/23 16:23:06,4/19/23 16:23:06,12/26/23 0:04:34,Update Resident Value,0x7EA5,4,0,0
10050182390,12/26/23 0:04:34,Updating Modified Time,ModifiedTime : 2023-12-25 16:54:01 -> 2023-12-26 00:04:34,CISCOCOLLABHOST.EXE-896DD4FC.pf <Guessed>,\Windows\Prefetch\CISCOCOLLABHOST.EXE-896DD4FC.pf,,,,,Update Resident Value,0x144E1,0,0,0
10050182667,12/26/23 0:04:34,Writing Content of Non-Resident File,Data Runs(in Volume) : 8066(13),,,,,,,Update Mapping Pairs,0x144E1,0,0,0
10050182967,12/26/23 0:04:35,Directory Creation,,c09dd9b1-7682-4d04-a3d9-b457122d04ef,\Users\blueangel\AppData\Roaming\Microsoft\Teams\blob_storage\c09dd9b1-7682-4d04-a3d9-b457122d04ef,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x803,4,0,0
10050183195,12/26/23 0:04:35,,,c09dd9b1-7682-4d04-a3d9-b457122d04ef,\Users\blueangel\AppData\Roaming\Microsoft\Teams\blob_storage\c09dd9b1-7682-4d04-a3d9-b457122d04ef,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Update Resident Value,0x803,4,0,0
10050183219,12/26/23 0:04:35,Changing FileAttribute,RandomAccess -> 0x00000000,Preferences <Guessed>,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Preferences,,,,,Update Resident Value,0x1C0B,4,0,0
10050183358,12/26/23 0:04:35,Directory Deletion,,5f0790f3-25d7-4023-b518-83700754881c,\Users\blueangel\AppData\Roaming\Microsoft\Teams\blob_storage\5f0790f3-25d7-4023-b518-83700754881c,12/25/23 16:57:36,12/25/23 16:57:36,12/25/23 16:57:36,12/26/23 0:04:35,Deallocate File Record Segment,0x1C0B,4,0,0
10050183510,12/26/23 0:04:35,Updating Modified Time,ModifiedTime : 2023-12-25 16:57:36 -> 2023-12-26 00:04:35,blob_storage,\Users\blueangel\AppData\Roaming\Microsoft\Teams\blob_storage,12/17/22 0:44:42,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Update Resident Value,0x6A9B,6,0,0
10050183753,12/26/23 0:04:35,Writing Content of Non-Resident File,Data Runs(in Volume) : 1118470(43),,,,,,,Update Mapping Pairs,0x720,4,0,0
10050184202,12/26/23 0:04:35,Updating Modified Time,ModifiedTime : 2023-12-26 00:04:34 -> 2023-12-26 00:04:35,storage.json <Guessed>,\Users\blueangel\AppData\Roaming\Microsoft\Teams\storage.json,,,,,Update Resident Value,0x7EA5,2,0,0
10050184461,12/26/23 0:04:35,Writing Content of Non-Resident File,Data Runs(in Volume) : 140844(1),,,,,,,Update Mapping Pairs,0x7EA5,2,0,0
10050184728,12/26/23 0:04:35,,,Cache,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Cache,12/17/22 0:44:42,12/19/23 15:14:51,12/19/23 15:14:51,12/26/23 0:04:35,Update Resident Value,0x7F1A,2,0,0
10050184787,12/26/23 0:04:35,Updating MFTModified Time,MFTModifiedTime : 2023-12-25 16:57:36 -> 2023-12-26 00:04:35,LOG.old <Guessed>,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG.old,,,,,Update Resident Value,0x7CD,4,0,0
10050185037,12/26/23 0:04:35,File Creation,,LOG.old~RFff20.TMP,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG.old~RFff20.TMP,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x812,0,0,0
10050185267,,Updating Modified Time,ModifiedTime : 2023-12-25 16:57:36 -> 2023-12-26 00:04:35,Database <Guessed>,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database,,,,,Update Resident Value,0x7B2D,4,0,0
10050185381,,File Deletion,,LOG.old~RFff20.TMP,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG.old~RFff20.TMP,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Deallocate File Record Segment,0x812,0,0,0
10050185526,,Renaming File,LOG.old -> LOG.old~RFff20.TMP,LOG.old~RFff20.TMP,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG.old~RFff20.TMP,,,,,Create Attribute,0x7CD,6,0,0
10050185861,,Renaming File,LOG -> LOG.old,LOG.old,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG.old,,,,,Create Attribute,0x7CD,4,0,0
10050186108,,Updating MFTModified Time,MFTModifiedTime : 2023-12-25 16:57:36 -> 2023-12-26 00:04:35,LOG.old~RFff20.TMP,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG.old~RFff20.TMP,,,,,Update Resident Value,0x7CD,6,0,0
10050186335,,,,LOG.old,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG.old,12/20/22 22:10:14,12/25/23 16:57:36,12/26/23 0:04:35,12/25/23 16:57:36,Update Resident Value,0x7CD,4,0,0
10050186457,,File Deletion,,LOG.old~RFff20.TMP,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG.old~RFff20.TMP,12/20/22 22:10:14,12/25/23 16:38:41,12/26/23 0:04:35,12/25/23 16:38:41,Deallocate File Record Segment,0x7CD,6,0,0
10050186601,12/20/22 22:10:14,File Creation,,LOG,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG,12/20/22 22:10:14,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x7CD,6,0,0
10050186771,,,,CURRENT,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\CURRENT,12/20/22 22:10:14,12/20/22 22:10:14,12/20/22 22:10:14,12/26/23 0:04:35,Update Resident Value,0x7B2E,6,0,0
10050186830,,,,MANIFEST-000001,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\MANIFEST-000001,12/20/22 22:10:14,12/20/22 22:10:14,12/20/22 22:10:14,12/26/23 0:04:35,Update Resident Value,0x7B2E,4,0,0
10050186983,,Writing Content of Resident File,Writing Size : 137,LOG,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG,,,,,Update Resident Value,0x7CD,6,0,0
10050187189,12/26/23 0:04:35,File Creation,,5cf8bc16-4e2a-4ae8-82df-a97024e38f83.tmp,\Users\blueangel\AppData\Local\Temp\5cf8bc16-4e2a-4ae8-82df-a97024e38f83.tmp,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x812,0,0,0
10050187350,12/26/23 0:04:35,Updating Modified Time,ModifiedTime : 2023-12-26 00:04:34 -> 2023-12-26 00:04:35,Temp <Guessed>,\Users\blueangel\AppData\Local\Temp,,,,,Update Resident Value,0x68B9,2,0,0
10050187494,12/26/23 0:04:35,File Creation,,a6b4715c-590b-4d47-bc07-1f6f484eb745.tmp,\Users\blueangel\AppData\Local\Temp\a6b4715c-590b-4d47-bc07-1f6f484eb745.tmp,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x812,2,0,0
