lsn,eventtime(utc+8),event,detail,file/directory name,full path,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,target vcn,cluster index,is_timestomped,is_suspicious_execution
10573126034,,# Check Point,,,,,,,,Compensation Log Record,0x76350F42,2,0,0
10573126160,,Updating Modified Time,ModifiedTime : 2023-12-28 21:53:37 -> 2023-12-28 21:53:49,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0
10573135964,,# Check Point,,,,,,,,Compensation Log Record,0x7635360C,2,0,0
10573136065,12/28/23 21:53:59,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:53:59,12/28/23 21:53:59,12/28/23 21:53:59,12/28/23 21:53:59,Initialize File Record Segment,0x3234,2,0,0
10573136292,12/28/23 21:53:59,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3234,2,0,0
10573136934,12/28/23 21:53:59,Updating Modified Time,ModifiedTime : 2023-12-28 21:53:38 -> 2023-12-28 21:53:59,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10573137312,12/28/23 21:53:59,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:53:59,12/28/23 21:53:59,12/28/23 21:53:59,12/28/23 21:53:59,Deallocate File Record Segment,0x3234,2,0,0
10573137502,12/28/23 21:53:59,Updating Modified Time,ModifiedTime : 2023-12-28 21:53:00 -> 2023-12-28 21:54:01,scope_v2.json <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\sentry\scope_v2.json,,,,,Update Resident Value,0x6C31,2,0,0
10573137761,12/28/23 21:53:59,Writing Content of Non-Resident File,Data Runs(in Volume) : 265373(14),,,,,,,Update Mapping Pairs,0x6C31,2,0,0
10573138264,12/28/23 21:53:59,Writing Content of Non-Resident File,Data Runs(in Volume) : 282828(14),,,,,,,Update Mapping Pairs,0x6C31,2,0,0
10573148230,12/28/23 21:53:59,# Check Point,,,,,,,,Compensation Log Record,0x763565EE,2,0,0
10573148331,12/28/23 21:53:59,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:53:59,12/28/23 21:54:04,12/28/23 21:54:04,12/28/23 21:54:04,Initialize File Record Segment,0x3234,2,0,0
10573148607,12/28/23 21:53:59,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3234,2,0,0
10573149253,12/28/23 21:53:59,Updating Modified Time,ModifiedTime : 2023-12-28 21:53:59 -> 2023-12-28 21:54:04,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10573149631,12/28/23 21:53:59,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:53:59,12/28/23 21:54:04,12/28/23 21:54:04,12/28/23 21:54:04,Deallocate File Record Segment,0x3234,2,0,0
10573149824,12/28/23 21:53:59,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:53:59,12/28/23 21:54:04,12/28/23 21:54:04,12/28/23 21:54:04,Initialize File Record Segment,0x3234,2,0,0
10573150051,12/28/23 21:53:59,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3234,2,0,0
10573151071,12/28/23 21:53:59,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:53:59,12/28/23 21:54:04,12/28/23 21:54:04,12/28/23 21:54:04,Deallocate File Record Segment,0x3234,2,0,0
10573151265,12/28/23 21:53:59,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:53:59,12/28/23 21:54:04,12/28/23 21:54:04,12/28/23 21:54:04,Initialize File Record Segment,0x3234,2,0,0
10573151492,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3234,2,0,0
10573152515,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:53:59,12/28/23 21:54:04,12/28/23 21:54:04,12/28/23 21:54:04,Deallocate File Record Segment,0x3234,2,0,0
10573152636,,Updating Modified Time,ModifiedTime : 2023-12-28 21:53:49 -> 2023-12-28 21:54:01,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0
10573152719,,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:01 -> 2023-12-28 21:54:07,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0
10573152846,12/28/23 21:54:09,File Creation,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 21:54:09,12/28/23 21:54:09,12/28/23 21:54:09,12/28/23 21:54:09,Initialize File Record Segment,0x3234,2,0,0
10573153073,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,,,,,Update Resident Value,0x3234,2,0,0
10573153707,,Updating Modified Time,ModifiedTime : 2023-12-28 21:53:38 -> 2023-12-28 21:54:09,UDB-User23847576+LocalStorage.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql,,,,,Update Resident Value,0x6E74,6,0,0
10573154093,,File Deletion,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 21:54:09,12/28/23 21:54:09,12/28/23 21:54:09,12/28/23 21:54:09,Deallocate File Record Segment,0x3234,2,0,0
10573154278,12/28/23 21:53:59,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:53:59,12/28/23 21:54:09,12/28/23 21:54:09,12/28/23 21:54:09,Initialize File Record Segment,0x3234,2,0,0
10573154513,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3234,2,0,0
10573155148,,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:04 -> 2023-12-28 21:54:09,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10573155534,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:53:59,12/28/23 21:54:09,12/28/23 21:54:09,12/28/23 21:54:09,Deallocate File Record Segment,0x3234,2,0,0
10573165404,,# Check Point,,,,,,,,Compensation Log Record,0x7635A90C,2,0,0
10573175190,,# Check Point,,,,,,,,Compensation Log Record,0x7635CF46,2,0,0
10573175283,,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:07 -> 2023-12-28 21:54:19,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0
10573185095,,# Check Point,,,,,,,,Compensation Log Record,0x7635F5EF,2,0,0
10573185196,12/28/23 21:54:30,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:30,12/28/23 21:54:30,12/28/23 21:54:30,Initialize File Record Segment,0x3234,2,0,0
10573185423,12/28/23 21:54:30,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3234,2,0,0
10573186067,12/28/23 21:54:30,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:09 -> 2023-12-28 21:54:30,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10573186445,12/28/23 21:54:30,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:30,12/28/23 21:54:30,12/28/23 21:54:30,Deallocate File Record Segment,0x3234,2,0,0
10573196376,12/28/23 21:54:30,# Check Point,,,,,,,,Compensation Log Record,0x76362208,2,0,0
10573196477,12/28/23 21:54:30,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:34,12/28/23 21:54:34,12/28/23 21:54:34,Initialize File Record Segment,0x3234,2,0,0
10573196704,12/28/23 21:54:30,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3234,2,0,0
10573197346,12/28/23 21:54:30,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:30 -> 2023-12-28 21:54:34,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10573197724,12/28/23 21:54:30,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:34,12/28/23 21:54:34,12/28/23 21:54:34,Deallocate File Record Segment,0x3234,2,0,0
10573197917,12/28/23 21:54:30,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:34,12/28/23 21:54:34,12/28/23 21:54:34,Initialize File Record Segment,0x3234,2,0,0
10573198144,12/28/23 21:54:30,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3234,2,0,0
10573199164,12/28/23 21:54:30,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:34,12/28/23 21:54:34,12/28/23 21:54:34,Deallocate File Record Segment,0x3234,2,0,0
10573199349,12/28/23 21:54:30,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:34,12/28/23 21:54:34,12/28/23 21:54:34,Initialize File Record Segment,0x3234,2,0,0
10573199584,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3234,2,0,0
10573200604,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:34,12/28/23 21:54:34,12/28/23 21:54:34,Deallocate File Record Segment,0x3234,2,0,0
10573200850,,Updating Modified Time,ModifiedTime : 2023-12-28 21:53:35 -> 2023-12-28 21:54:35,store.bin <Guessed>,\Users\blueangel\AppData\Local\Dropbox\metrics\store.bin,,,,,Update Resident Value,0x14CF4,6,0,0
10573201090,,Writing Content of Non-Resident File,Data Runs(in Volume) : 2395806(6),,,,,,,Update Mapping Pairs,0x14CF4,6,0,0
10573201539,12/28/23 21:54:36,File Creation,,asw-2d78586b-d0d9-4e2d-aa57-8f014bbd5449.tmp,\Windows\Temp\asw-2d78586b-d0d9-4e2d-aa57-8f014bbd5449.tmp,12/28/23 21:54:36,12/28/23 21:54:36,12/28/23 21:54:36,12/28/23 21:54:36,Initialize File Record Segment,0x3234,2,0,0
10573201764,,Writing Content of Non-Resident File,Data Runs(in Volume) : 3587135(64),asw-2d78586b-d0d9-4e2d-aa57-8f014bbd5449.tmp,\Windows\Temp\asw-2d78586b-d0d9-4e2d-aa57-8f014bbd5449.tmp,,,,,Update Mapping Pairs,0x3234,2,0,0
10573214824,,File Deletion,,nodes.dat,\ProgramData\Avast Software\Avast\IDS\malwareprofile\nodes.dat,12/28/23 21:39:33,12/28/23 21:39:36,12/28/23 21:39:36,12/28/23 21:39:36,Deallocate File Record Segment,0x3235,0,0,0
10573214953,,Move(Before),,asw-2d78586b-d0d9-4e2d-aa57-8f014bbd5449.tmp,\Windows\Temp\asw-2d78586b-d0d9-4e2d-aa57-8f014bbd5449.tmp,,,,,Delete Attribute,0x3234,2,0,0
10573215038,,Move(After),,nodes.dat,\ProgramData\Avast Software\Avast\IDS\malwareprofile\nodes.dat,,,,,Create Attribute,0x3234,2,0,0
10573215087,,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:36 -> 2023-12-28 21:54:38,nodes.dat,\ProgramData\Avast Software\Avast\IDS\malwareprofile\nodes.dat,,,,,Update Resident Value,0x3234,2,0,0
10573215273,,Updating Modified Time,ModifiedTime : 2023-12-28 21:52:18 -> 2023-12-28 21:54:38,malwareprofile <Guessed>,\ProgramData\Avast Software\Avast\IDS\malwareprofile,,,,,Update Resident Value,0x6632,6,0,0
10573215707,,Updating Modified Time,ModifiedTime : 2023-12-28 21:39:36 -> 2023-12-28 21:54:38,backup.dat <Guessed>,\ProgramData\Avast Software\Avast\IDS\malwareprofile\backup.dat,,,,,Update Resident Value,0x4FB2,6,0,0
10573216242,,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:19 -> 2023-12-28 21:54:37,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0
10573216397,12/28/23 21:54:40,File Creation,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 21:54:40,12/28/23 21:54:40,12/28/23 21:54:40,12/28/23 21:54:40,Initialize File Record Segment,0x3235,0,0,0
10573216673,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,,,,,Update Resident Value,0x3235,0,0,0
10573217301,,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:09 -> 2023-12-28 21:54:40,UDB-User23847576+LocalStorage.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql,,,,,Update Resident Value,0x6E74,6,0,0
10573217679,,File Deletion,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 21:54:40,12/28/23 21:54:40,12/28/23 21:54:40,12/28/23 21:54:40,Deallocate File Record Segment,0x3235,0,0,0
10573217872,12/28/23 21:54:30,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:40,12/28/23 21:54:40,12/28/23 21:54:40,Initialize File Record Segment,0x3235,0,0,0
10573218099,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3235,0,0,0
10573218705,,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:34 -> 2023-12-28 21:54:40,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10573219091,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:40,12/28/23 21:54:40,12/28/23 21:54:40,Deallocate File Record Segment,0x3235,0,0,0
10573219340,12/28/23 21:54:30,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:44,12/28/23 21:54:44,12/28/23 21:54:44,Initialize File Record Segment,0x3235,0,0,0
10573219567,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3235,0,0,0
10573220201,,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:40 -> 2023-12-28 21:54:44,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10573220587,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:44,12/28/23 21:54:44,12/28/23 21:54:44,Deallocate File Record Segment,0x3235,0,0,0
10573220708,,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:37 -> 2023-12-28 21:54:43,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0
10573220855,12/28/23 21:54:30,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:44,12/28/23 21:54:44,12/28/23 21:54:44,Initialize File Record Segment,0x3235,0,0,0
10573221090,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3235,0,0,0
10573222110,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:54:30,12/28/23 21:54:44,12/28/23 21:54:44,12/28/23 21:54:44,Deallocate File Record Segment,0x3235,0,0,0
10573232956,,# Check Point,,,,,,,,Compensation Log Record,0x7636AD1C,2,0,0
10573243558,,# Check Point,,,,,,,,Compensation Log Record,0x7636D726,2,0,0
10573243595,,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:43 -> 2023-12-28 21:54:55,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0
10573254243,,# Check Point,,,,,,,,Compensation Log Record,0x763700E3,2,0,0
10573254413,12/28/23 21:55:00,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:55:00,12/28/23 21:55:00,12/28/23 21:55:00,12/28/23 21:55:00,Initialize File Record Segment,0x3235,0,0,0
10573254640,12/28/23 21:55:00,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3235,0,0,0
10573255287,12/28/23 21:55:00,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:44 -> 2023-12-28 21:55:00,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10573255665,12/28/23 21:55:00,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:55:00,12/28/23 21:55:00,12/28/23 21:55:00,12/28/23 21:55:00,Deallocate File Record Segment,0x3235,0,0,0
10573255778,12/28/23 21:55:00,Updating Modified Time,ModifiedTime : 2023-12-28 21:50:00 -> 2023-12-28 21:55:00,Log.db <Guessed>,\ProgramData\Avast Software\Avast\Log.db,,,,,Update Resident Value,0x1543B,2,0,0
10573255833,12/28/23 21:55:00,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:55 -> 2023-12-28 21:55:01,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0
10573255946,12/28/23 21:55:00,Updating Modified Time,ModifiedTime : 2023-12-28 21:54:01 -> 2023-12-28 21:55:02,scope_v2.json <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\sentry\scope_v2.json,,,,,Update Resident Value,0x6C31,2,0,0
10573256217,12/28/23 21:55:00,Writing Content of Non-Resident File,Data Runs(in Volume) : 265373(14),,,,,,,Update Mapping Pairs,0x6C31,2,0,0
10573256796,12/28/23 21:55:00,Writing Content of Non-Resident File,Data Runs(in Volume) : 278811(14),,,,,,,Update Mapping Pairs,0x6C31,2,0,0
10573257093,12/28/23 21:55:00,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:55:00,12/28/23 21:55:04,12/28/23 21:55:04,12/28/23 21:55:04,Initialize File Record Segment,0x3235,0,0,0
10573257332,12/28/23 21:55:00,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x3235,0,0,0
10573257966,12/28/23 21:55:00,Updating Modified Time,ModifiedTime : 2023-12-28 21:55:00 -> 2023-12-28 21:55:04,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0
10573258353,12/28/23 21:55:00,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:55:00,12/28/23 21:55:04,12/28/23 21:55:04,12/28/23 21:55:04,Deallocate File Record Segment,0x3235,0,0,0
10573258538,12/28/23 21:55:00,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:55:00,12/28/23 21:55:04,12/28/23 21:55:04,12/28/23 21:55:04,Initialize File Record Segment,0x3235,0,0,0
