LSN,EventTime(UTC+8),Event,Detail,File/Directory Name,Full Path,CreationTime,ModifiedTime,MFTModifiedTime,AccessedTime,Redo,Target VCN,Cluster Index,is_timestomped,timestomp_tool_executed,suspicious_tool_name,label_source
10576789050,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576790075,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:18,12/28/23 22:29:18,12/28/23 22:29:18,Deallocate File Record Segment,0x323E,4,0,0,,
10576800599,,# Check Point,,,,,,,,Compensation Log Record,0x766D1E79,2,0,0,,
10576800780,12/28/23 22:29:19,File Creation,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 22:29:19,12/28/23 22:29:19,12/28/23 22:29:19,12/28/23 22:29:19,Initialize File Record Segment,0x323E,4,0,0,,
10576801007,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576801613,,Updating Modified Time,ModifiedTime : 2023-12-28 22:28:49 -> 2023-12-28 22:29:19,UDB-User23847576+LocalStorage.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql,,,,,Update Resident Value,0x6E74,6,0,0,,
10576801999,,File Deletion,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 22:29:19,12/28/23 22:29:19,12/28/23 22:29:19,12/28/23 22:29:19,Deallocate File Record Segment,0x323E,4,0,0,,
10576802184,12/28/23 22:26:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:19,12/28/23 22:29:19,12/28/23 22:29:19,Initialize File Record Segment,0x323E,4,0,0,,
10576802420,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576803026,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:18 -> 2023-12-28 22:29:19,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0,,
10576803417,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:19,12/28/23 22:29:19,12/28/23 22:29:19,Deallocate File Record Segment,0x323E,4,0,0,,
10576803596,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:15 -> 2023-12-28 22:29:20,DROPBOXUPDATE.EXE-97C19E24.pf <Guessed>,\Windows\Prefetch\DROPBOXUPDATE.EXE-97C19E24.pf,,,,,Update Resident Value,0x149E1,4,0,0,,
10576803871,,Writing Content of Non-Resident File,Data Runs(in Volume) : 2386018(3),,,,,,,Update Mapping Pairs,0x149E1,4,0,0,,
10576804122,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:10 -> 2023-12-28 22:29:20,DropboxUpdate.log-2023-12-28-14-29-10-120-6624,\ProgramData\Dropbox\Update\Log\DropboxUpdate.log-2023-12-28-14-29-10-120-6624,,,,,Update Resident Value,0x3271,4,0,0,,
10576804480,12/28/23 22:29:20,Renaming File,DropboxUpdate.log-2023-12-28-14-29-10-120-6624 -> DropboxUpdate.log-2023-12-28-14-29-10-120-6624-finished,DropboxUpdate.log-2023-12-28-14-29-10-120-6624-finished,\ProgramData\Dropbox\Update\Log\DropboxUpdate.log-2023-12-28-14-29-10-120-6624-finished,,,,,Create Attribute,0x3271,4,0,0,,
10576804752,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:15 -> 2023-12-28 22:29:20,Log <Guessed>,\ProgramData\Dropbox\Update\Log,,,,,Update Resident Value,0xCA93,4,0,0,,
10576805285,,Renaming File,DropboxUpdate.log-2023-12-28-14-29-10-230-6624 -> DropboxUpdate.log-2023-12-28-14-29-10-230-6624-finished,DropboxUpdate.log-2023-12-28-14-29-10-230-6624-finished,\ProgramData\Dropbox\Update\Log\DropboxUpdate.log-2023-12-28-14-29-10-230-6624-finished,,,,,Create Attribute,0x3272,0,0,0,,
10576805612,,Updating MFTModified Time,MFTModifiedTime : 2023-12-28 22:29:10 -> 2023-12-28 22:29:20,DropboxUpdate.log-2023-12-28-14-29-10-230-6624-finished,\ProgramData\Dropbox\Update\Log\DropboxUpdate.log-2023-12-28-14-29-10-230-6624-finished,,,,,Update Resident Value,0x3272,0,0,0,,
10576805799,,Updating Modified Time,ModifiedTime : 2023-12-28 21:29:10 -> 2023-12-28 22:29:10,DropboxUpdate.log-2023-12-28-01-22-14-211-3332,\ProgramData\Dropbox\Update\Log\DropboxUpdate.log-2023-12-28-01-22-14-211-3332,12/28/23 9:22:15,12/28/23 22:29:10,12/28/23 22:29:10,12/28/23 22:29:10,Update Resident Value,0x2FF7,0,0,0,,
10576805882,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:04 -> 2023-12-28 22:29:22,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0,,
10576816000,,# Check Point,,,,,,,,Compensation Log Record,0x766D5C8A,2,0,0,,
10576816101,12/28/23 22:26:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:31,12/28/23 22:29:31,12/28/23 22:29:31,Initialize File Record Segment,0x323E,4,0,0,,
10576816385,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576817019,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:19 -> 2023-12-28 22:29:31,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0,,
10576817406,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:31,12/28/23 22:29:31,12/28/23 22:29:31,Deallocate File Record Segment,0x323E,4,0,0,,
10576817652,,Updating Modified Time,ModifiedTime : 2023-12-28 22:28:36 -> 2023-12-28 22:29:36,store.bin <Guessed>,\Users\blueangel\AppData\Local\Dropbox\metrics\store.bin,,,,,Update Resident Value,0x14CF4,6,0,0,,
10576817892,,Writing Content of Non-Resident File,Data Runs(in Volume) : 578925(7),,,,,,,Update Mapping Pairs,0x14CF4,6,0,0,,
10576818279,,Updating Modified Time,ModifiedTime : 2023-12-28 22:28:35 -> 2023-12-28 22:29:36,scope_v2.json <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\sentry\scope_v2.json,,,,,Update Resident Value,0x6C31,2,0,0,,
10576818538,,Writing Content of Non-Resident File,Data Runs(in Volume) : 265373(14),,,,,,,Update Mapping Pairs,0x6C31,2,0,0,,
10576819073,,Writing Content of Non-Resident File,Data Runs(in Volume) : 278811(14),,,,,,,Update Mapping Pairs,0x6C31,2,0,0,,
10576819354,12/28/23 22:26:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:36,12/28/23 22:29:36,12/28/23 22:29:36,Initialize File Record Segment,0x323E,4,0,0,,
10576819581,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576820215,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:31 -> 2023-12-28 22:29:36,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0,,
10576820601,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:36,12/28/23 22:29:36,12/28/23 22:29:36,Deallocate File Record Segment,0x323E,4,0,0,,
10576820794,12/28/23 22:26:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:37,12/28/23 22:29:37,12/28/23 22:29:37,Initialize File Record Segment,0x323E,4,0,0,,
10576821021,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576821656,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:36 -> 2023-12-28 22:29:37,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0,,
10576822046,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:37,12/28/23 22:29:37,12/28/23 22:29:37,Deallocate File Record Segment,0x323E,4,0,0,,
10576822231,12/28/23 22:26:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:37,12/28/23 22:29:37,12/28/23 22:29:37,Initialize File Record Segment,0x323E,4,0,0,,
10576822466,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576823486,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:37,12/28/23 22:29:37,12/28/23 22:29:37,Deallocate File Record Segment,0x323E,4,0,0,,
10576833690,,# Check Point,,,,,,,,Compensation Log Record,0x766DA0FC,2,0,0,,
10576833727,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:22 -> 2023-12-28 22:29:40,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0,,
10576843949,,# Check Point,,,,,,,,Compensation Log Record,0x766DC90F,2,0,0,,
10576844050,12/28/23 22:29:50,File Creation,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 22:29:50,12/28/23 22:29:50,12/28/23 22:29:50,12/28/23 22:29:50,Initialize File Record Segment,0x323E,4,0,0,,
10576844277,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576844919,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:19 -> 2023-12-28 22:29:50,UDB-User23847576+LocalStorage.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql,,,,,Update Resident Value,0x6E74,6,0,0,,
10576845354,,File Deletion,,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 22:29:50,12/28/23 22:29:50,12/28/23 22:29:50,12/28/23 22:29:50,Deallocate File Record Segment,0x323E,4,0,0,,
10576845539,12/28/23 22:26:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:50,12/28/23 22:29:50,12/28/23 22:29:50,Initialize File Record Segment,0x323E,4,0,0,,
10576845766,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576846408,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:37 -> 2023-12-28 22:29:50,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0,,
10576846786,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:29:50,12/28/23 22:29:50,12/28/23 22:29:50,Deallocate File Record Segment,0x323E,4,0,0,,
10576856670,,# Check Point,,,,,,,,Compensation Log Record,0x766DFC08,2,0,0,,
10576856707,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:40 -> 2023-12-28 22:29:52,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0,,
10576856846,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:52 -> 2023-12-28 22:29:58,current_log.txt <Guessed>,\Users\blueangel\AppData\Local\CiscoSpark\current_log.txt,,,,,Update Resident Value,0xC5,4,0,0,,
10576866904,,# Check Point,,,,,,,,Compensation Log Record,0x766E23FA,2,0,0,,
10576867033,12/28/23 22:26:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:30:01,12/28/23 22:30:01,12/28/23 22:30:01,Initialize File Record Segment,0x323E,4,0,0,,
10576867260,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576867902,,Updating Modified Time,ModifiedTime : 2023-12-28 22:29:50 -> 2023-12-28 22:30:01,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0,,
10576868280,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:30:01,12/28/23 22:30:01,12/28/23 22:30:01,Deallocate File Record Segment,0x323E,4,0,0,,
10576868392,,Updating Modified Time,ModifiedTime : 2023-12-28 22:25:00 -> 2023-12-28 22:30:00,Log.db <Guessed>,\ProgramData\Avast Software\Avast\Log.db,,,,,Update Resident Value,0x1543B,2,0,0,,
10576868511,12/28/23 22:26:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:30:07,12/28/23 22:30:07,12/28/23 22:30:07,Initialize File Record Segment,0x323E,4,0,0,,
10576868738,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576869384,,Updating Modified Time,ModifiedTime : 2023-12-28 22:30:01 -> 2023-12-28 22:30:07,UDB-User23847576+RemoteGraph.sql <Guessed>,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql,,,,,Update Resident Value,0x6E75,2,0,0,,
10576869762,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:30:07,12/28/23 22:30:07,12/28/23 22:30:07,Deallocate File Record Segment,0x323E,4,0,0,,
10576869955,12/28/23 22:26:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:30:07,12/28/23 22:30:07,12/28/23 22:30:07,Initialize File Record Segment,0x323E,4,0,0,,
10576870182,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
10576871202,,File Deletion,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:30:07,12/28/23 22:30:07,12/28/23 22:30:07,Deallocate File Record Segment,0x323E,4,0,0,,
10576871387,12/28/23 22:26:31,File Creation,,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 22:26:31,12/28/23 22:30:07,12/28/23 22:30:07,12/28/23 22:30:07,Initialize File Record Segment,0x323E,4,0,0,,
10576871622,,Writing Content of Resident File,Writing Size : 512,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,,,,,Update Resident Value,0x323E,4,0,0,,
