lsn,eventtime,event,filedirectoryname,fullpath,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,targetvcn,clusterindex,missingfullpathflaglsn
10050162974,12/26/23 0:04:30,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/26/23 0:04:30,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,Deallocate File Record Segment,0x803,2,0
10050166501,12/25/23 16:57:15,File Deletion,{3DA71D5A-20CC-432F-A115-DFE92379E91F}.3.ver0x000000000000007b.db,\Users\blueangel\AppData\Local\Microsoft\Windows\Caches\{3DA71D5A-20CC-432F-A115-DFE92379E91F}.3.ver0x000000000000007b.db,12/25/23 16:57:15,12/25/23 16:57:15,12/25/23 16:57:15,12/26/23 0:03:50,Deallocate File Record Segment,0xE27,0,0
10050166776,12/26/23 0:04:31,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,Initialize File Record Segment,0x803,2,0
10050168117,12/26/23 0:04:31,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,Deallocate File Record Segment,0x803,2,0
10050168302,12/26/23 0:04:30,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/26/23 0:04:30,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,Initialize File Record Segment,0x803,2,0
10050169606,12/26/23 0:04:30,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/26/23 0:04:30,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,Deallocate File Record Segment,0x803,2,0
10050169791,12/26/23 0:04:31,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,Initialize File Record Segment,0x803,2,0
10050170957,12/26/23 0:04:31,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,Deallocate File Record Segment,0x803,2,0
10050178935,12/26/23 0:04:34,File Deletion,rtmcontrol.msrtc-4-385387695.blog,\Users\blueangel\AppData\Roaming\Microsoft\Teams\media-stack\rtmcontrol.msrtc-4-385387695.blog,12/21/23 14:52:20,12/21/23 14:56:39,12/25/23 16:57:36,12/21/23 14:56:39,Deallocate File Record Segment,0x1DE6,2,0
10050181723,12/26/23 0:04:34,File Creation,rtmcontrol.msrtc-0-978085247.blog,\Users\blueangel\AppData\Roaming\Microsoft\Teams\media-stack\rtmcontrol.msrtc-0-978085247.blog,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,Initialize File Record Segment,0x803,2,0
10050182967,12/26/23 0:04:35,Directory Creation,c09dd9b1-7682-4d04-a3d9-b457122d04ef,\Users\blueangel\AppData\Roaming\Microsoft\Teams\blob_storage\c09dd9b1-7682-4d04-a3d9-b457122d04ef,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x803,4,0
10050183358,12/26/23 0:04:35,Directory Deletion,5f0790f3-25d7-4023-b518-83700754881c,\Users\blueangel\AppData\Roaming\Microsoft\Teams\blob_storage\5f0790f3-25d7-4023-b518-83700754881c,12/25/23 16:57:36,12/25/23 16:57:36,12/25/23 16:57:36,12/26/23 0:04:35,Deallocate File Record Segment,0x1C0B,4,0
10050183510,12/26/23 0:04:35,Updating Modified Time,blob_storage,\Users\blueangel\AppData\Roaming\Microsoft\Teams\blob_storage,12/17/22 0:44:42,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Update Resident Value,0x6A9B,6,0
10050185037,12/26/23 0:04:35,File Creation,LOG.old~RFff20.TMP,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG.old~RFff20.TMP,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x812,0,0
10050185381,12/26/23 0:04:35,File Deletion,LOG.old~RFff20.TMP,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG.old~RFff20.TMP,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Deallocate File Record Segment,0x812,0,0
10050186457,12/20/22 22:10:14,File Deletion,LOG.old~RFff20.TMP,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG.old~RFff20.TMP,12/20/22 22:10:14,12/25/23 16:38:41,12/26/23 0:04:35,12/25/23 16:38:41,Deallocate File Record Segment,0x7CD,6,0
10050186601,12/20/22 22:10:14,File Creation,LOG,\Users\blueangel\AppData\Roaming\Microsoft\Teams\Service Worker\Database\LOG,12/20/22 22:10:14,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x7CD,6,0
10050187189,12/26/23 0:04:35,File Creation,5cf8bc16-4e2a-4ae8-82df-a97024e38f83.tmp,\Users\blueangel\AppData\Local\Temp\5cf8bc16-4e2a-4ae8-82df-a97024e38f83.tmp,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x812,0,0
10050187494,12/26/23 0:04:35,File Creation,a6b4715c-590b-4d47-bc07-1f6f484eb745.tmp,\Users\blueangel\AppData\Local\Temp\a6b4715c-590b-4d47-bc07-1f6f484eb745.tmp,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x812,2,0
10050188515,12/26/23 0:04:35,File Deletion,settings.json,\Users\blueangel\AppData\Roaming\Microsoft\Teams\settings.json,12/25/23 16:57:35,12/25/23 16:57:36,12/25/23 16:57:36,12/26/23 0:04:29,Deallocate File Record Segment,0x1843,0,0
10050190160,12/26/23 0:04:31,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x812,4,0
10050191419,12/26/23 0:04:31,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Deallocate File Record Segment,0x812,4,0
10050191653,12/26/23 0:04:30,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/26/23 0:04:30,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Initialize File Record Segment,0x812,4,0
10050192889,12/26/23 0:04:30,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/26/23 0:04:30,12/26/23 0:04:35,12/26/23 0:04:35,12/26/23 0:04:35,Deallocate File Record Segment,0x812,4,0
10050193473,12/26/23 0:04:31,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:36,12/26/23 0:04:36,12/26/23 0:04:36,Initialize File Record Segment,0x812,4,0
10050194720,12/26/23 0:04:31,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:36,12/26/23 0:04:36,12/26/23 0:04:36,Deallocate File Record Segment,0x812,4,0
10050194905,12/26/23 0:04:31,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:36,12/26/23 0:04:36,12/26/23 0:04:36,Initialize File Record Segment,0x812,4,0
10050196359,12/26/23 0:04:31,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:36,12/26/23 0:04:36,12/26/23 0:04:36,Deallocate File Record Segment,0x812,4,0
10050197224,12/26/23 0:04:31,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:36,12/26/23 0:04:36,12/26/23 0:04:36,Initialize File Record Segment,0x812,4,0
10050198471,12/26/23 0:04:31,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:36,12/26/23 0:04:36,12/26/23 0:04:36,Deallocate File Record Segment,0x812,4,0
10050198664,12/26/23 0:04:31,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:36,12/26/23 0:04:36,12/26/23 0:04:36,Initialize File Record Segment,0x812,4,0
10050199820,12/26/23 0:04:31,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/26/23 0:04:31,12/26/23 0:04:36,12/26/23 0:04:36,12/26/23 0:04:36,Deallocate File Record Segment,0x812,4,0
10050201939,12/26/23 0:04:37,File Creation,psi.db-journal,\ProgramData\Avast Software\Avast\psi.db-journal,12/26/23 0:04:37,12/26/23 0:04:37,12/26/23 0:04:37,12/26/23 0:04:37,Initialize File Record Segment,0x812,4,0
10050202555,12/26/23 0:04:37,File Deletion,psi.db-journal,\ProgramData\Avast Software\Avast\psi.db-journal,12/26/23 0:04:37,12/26/23 0:04:37,12/26/23 0:04:37,12/26/23 0:04:37,Deallocate File Record Segment,0x812,4,0
10050202819,12/26/23 0:04:37,File Creation,psi.db-journal,\ProgramData\Avast Software\Avast\psi.db-journal,12/26/23 0:04:37,12/26/23 0:04:37,12/26/23 0:04:37,12/26/23 0:04:37,Initialize File Record Segment,0x812,4,0
10050203423,12/26/23 0:04:37,File Deletion,psi.db-journal,\ProgramData\Avast Software\Avast\psi.db-journal,12/26/23 0:04:37,12/26/23 0:04:37,12/26/23 0:04:37,12/26/23 0:04:37,Deallocate File Record Segment,0x812,4,0
10050203642,12/26/23 0:04:37,Updating Modified Time,Caches,\Users\blueangel\AppData\Local\Microsoft\Windows\Caches,12/16/22 17:14:25,12/26/23 0:04:34,12/26/23 0:04:34,12/26/23 0:04:34,Update Resident Value,0x6901,4,0
10050204008,12/26/23 0:04:37,File Creation,archon-main-d20231226-t010437-p10184-id0.log,\Users\blueangel\AppData\LocalLow\Messenger\zeratul_logs\archon-main-d20231226-t010437-p10184-id0.log,12/26/23 0:04:37,12/26/23 0:04:37,12/26/23 0:04:37,12/26/23 0:04:37,Initialize File Record Segment,0x812,4,0
10050204664,12/26/23 0:04:30,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/26/23 0:04:30,12/26/23 0:04:37,12/26/23 0:04:37,12/26/23 0:04:37,Initialize File Record Segment,0xA57,4,0
