lsn,eventtime,event,filedirectoryname,fullpath,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,targetvcn,clusterindex,missingfullpathflaglsn
10572439919,12/28/23 21:46:59,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,Initialize File Record Segment,0x2F97,0,0
10572441177,12/28/23 21:46:59,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,Deallocate File Record Segment,0x2F97,0,0
10572441362,12/28/23 21:46:59,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,Initialize File Record Segment,0x2F97,0,0
10572442609,12/28/23 21:46:59,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,Deallocate File Record Segment,0x2F97,0,0
10572442803,12/28/23 21:46:59,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,Initialize File Record Segment,0x2F97,0,0
10572444050,12/28/23 21:46:59,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,12/28/23 21:46:59,Deallocate File Record Segment,0x2F97,0,0
10572444243,12/28/23 21:46:59,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:46:59,12/28/23 21:47:04,12/28/23 21:47:04,12/28/23 21:47:04,Initialize File Record Segment,0x2F97,0,0
10572445493,12/28/23 21:46:59,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:46:59,12/28/23 21:47:04,12/28/23 21:47:04,12/28/23 21:47:04,Deallocate File Record Segment,0x2F97,0,0
10572445735,12/28/23 21:46:59,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:46:59,12/28/23 21:47:04,12/28/23 21:47:04,12/28/23 21:47:04,Initialize File Record Segment,0x2F97,0,0
10572446982,12/28/23 21:46:59,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:46:59,12/28/23 21:47:04,12/28/23 21:47:04,12/28/23 21:47:04,Deallocate File Record Segment,0x2F97,0,0
10572447167,12/28/23 21:46:59,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:46:59,12/28/23 21:47:04,12/28/23 21:47:04,12/28/23 21:47:04,Initialize File Record Segment,0x2F97,0,0
10572448422,12/28/23 21:46:59,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:46:59,12/28/23 21:47:04,12/28/23 21:47:04,12/28/23 21:47:04,Deallocate File Record Segment,0x2F97,0,0
10572458476,12/28/23 21:46:59,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/28/23 21:46:59,12/28/23 21:47:12,12/28/23 21:47:12,12/28/23 21:47:12,Initialize File Record Segment,0x2F97,0,0
