lsn,eventtime,event,filedirectoryname,fullpath,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,targetvcn,clusterindex,missingfullpathflaglsn
10006785113,12/25/23 22:19:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:19:43,12/25/23 22:19:48,12/25/23 22:19:48,12/25/23 22:19:48,Deallocate File Record Segment,0x2FB7,6,0
10006785298,12/25/23 22:19:50,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/25/23 22:19:50,12/25/23 22:19:50,12/25/23 22:19:50,12/25/23 22:19:50,Initialize File Record Segment,0x2FB7,6,0
10006786545,12/25/23 22:19:50,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/25/23 22:19:50,12/25/23 22:19:50,12/25/23 22:19:50,12/25/23 22:19:50,Deallocate File Record Segment,0x2FB7,6,0
10006786739,12/25/23 22:19:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:19:43,12/25/23 22:19:50,12/25/23 22:19:50,12/25/23 22:19:50,Initialize File Record Segment,0x2FB7,6,0
10006787986,12/25/23 22:19:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:19:43,12/25/23 22:19:50,12/25/23 22:19:50,12/25/23 22:19:50,Deallocate File Record Segment,0x2FB7,6,0
10006801173,12/25/23 22:20:13,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:13,12/25/23 22:20:13,12/25/23 22:20:13,12/25/23 22:20:13,Initialize File Record Segment,0x2FB7,6,0
10006802424,12/25/23 22:20:13,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:13,12/25/23 22:20:13,12/25/23 22:20:13,12/25/23 22:20:13,Deallocate File Record Segment,0x2FB7,6,0
10006806566,12/25/23 22:20:13,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:13,12/25/23 22:20:18,12/25/23 22:20:18,12/25/23 22:20:18,Initialize File Record Segment,0x2FB7,6,0
10006807851,12/25/23 22:20:13,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:13,12/25/23 22:20:18,12/25/23 22:20:18,12/25/23 22:20:18,Deallocate File Record Segment,0x2FB7,6,0
10006808036,12/25/23 22:20:13,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:13,12/25/23 22:20:18,12/25/23 22:20:18,12/25/23 22:20:18,Initialize File Record Segment,0x2FB7,6,0
10006809294,12/25/23 22:20:13,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:13,12/25/23 22:20:18,12/25/23 22:20:18,12/25/23 22:20:18,Deallocate File Record Segment,0x2FB7,6,0
10006809479,12/25/23 22:20:20,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/25/23 22:20:20,12/25/23 22:20:20,12/25/23 22:20:20,12/25/23 22:20:20,Initialize File Record Segment,0x2FB7,6,0
10006810737,12/25/23 22:20:20,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/25/23 22:20:20,12/25/23 22:20:20,12/25/23 22:20:20,12/25/23 22:20:20,Deallocate File Record Segment,0x2FB7,6,0
10006810922,12/25/23 22:20:13,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:13,12/25/23 22:20:20,12/25/23 22:20:20,12/25/23 22:20:20,Initialize File Record Segment,0x2FB7,6,0
10006812177,12/25/23 22:20:13,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:13,12/25/23 22:20:20,12/25/23 22:20:20,12/25/23 22:20:20,Deallocate File Record Segment,0x2FB7,6,0
10006825234,12/25/23 22:20:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:43,12/25/23 22:20:43,12/25/23 22:20:43,12/25/23 22:20:43,Initialize File Record Segment,0x2FB7,6,0
10006826481,12/25/23 22:20:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:43,12/25/23 22:20:43,12/25/23 22:20:43,12/25/23 22:20:43,Deallocate File Record Segment,0x2FB7,6,0
10006830939,12/25/23 22:20:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:43,12/25/23 22:20:48,12/25/23 22:20:48,12/25/23 22:20:48,Initialize File Record Segment,0x2FB7,6,0
10006832243,12/25/23 22:20:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:43,12/25/23 22:20:48,12/25/23 22:20:48,12/25/23 22:20:48,Deallocate File Record Segment,0x2FB7,6,0
10006832428,12/25/23 22:20:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:43,12/25/23 22:20:48,12/25/23 22:20:48,12/25/23 22:20:48,Initialize File Record Segment,0x2FB7,6,0
10006833683,12/25/23 22:20:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:43,12/25/23 22:20:48,12/25/23 22:20:48,12/25/23 22:20:48,Deallocate File Record Segment,0x2FB7,6,0
10006833868,12/25/23 22:20:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:43,12/25/23 22:20:49,12/25/23 22:20:49,12/25/23 22:20:49,Initialize File Record Segment,0x2FB7,6,0
10006835115,12/25/23 22:20:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:43,12/25/23 22:20:49,12/25/23 22:20:49,12/25/23 22:20:49,Deallocate File Record Segment,0x2FB7,6,0
10006835308,12/25/23 22:20:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:43,12/25/23 22:20:49,12/25/23 22:20:49,12/25/23 22:20:49,Initialize File Record Segment,0x2FB7,6,0
10006836558,12/25/23 22:20:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:20:43,12/25/23 22:20:49,12/25/23 22:20:49,12/25/23 22:20:49,Deallocate File Record Segment,0x2FB7,6,0
10006836836,12/25/23 22:20:51,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/25/23 22:20:51,12/25/23 22:20:51,12/25/23 22:20:51,12/25/23 22:20:51,Initialize File Record Segment,0x2FB7,6,0
10006838085,12/25/23 22:20:51,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/25/23 22:20:51,12/25/23 22:20:51,12/25/23 22:20:51,12/25/23 22:20:51,Deallocate File Record Segment,0x2FB7,6,0
