lsn,eventtime,event,filedirectoryname,fullpath,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,targetvcn,clusterindex,missingfullpathflaglsn
10007176680,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:33,12/25/23 22:27:33,12/25/23 22:27:33,Initialize File Record Segment,0x2FBA,2,0
10007177935,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:33,12/25/23 22:27:33,12/25/23 22:27:33,Deallocate File Record Segment,0x2FBA,2,0
10007178120,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,Initialize File Record Segment,0x2FBA,2,0
10007179414,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,Deallocate File Record Segment,0x2FBA,2,0
10007179595,12/25/23 22:27:34,File Creation,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,Initialize File Record Segment,0x2FBA,2,0
10007180897,12/25/23 22:27:34,File Deletion,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,Deallocate File Record Segment,0x2FBA,2,0
10007181079,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,Initialize File Record Segment,0x2FBA,2,0
10007182328,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,Deallocate File Record Segment,0x2FBA,2,0
10007182517,12/25/23 22:27:34,File Creation,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,Initialize File Record Segment,0x2FBA,2,0
10007183730,12/25/23 22:27:34,File Deletion,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,Deallocate File Record Segment,0x2FBA,2,0
10007183916,12/25/23 22:27:34,File Creation,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,Initialize File Record Segment,0x2FBA,2,0
10007185131,12/25/23 22:27:34,File Deletion,LocalSettingsDB.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\LocalSettingsDB.sql-journal,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,12/25/23 22:27:34,Deallocate File Record Segment,0x2FBA,2,0
10007191094,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:43,12/25/23 22:27:43,12/25/23 22:27:43,Initialize File Record Segment,0x2FBA,2,0
10007192350,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:43,12/25/23 22:27:43,12/25/23 22:27:43,Deallocate File Record Segment,0x2FBA,2,0
10007193481,12/25/23 22:27:46,File Creation,SyncEngine-2023-12-25.1427.8764.9.aodl,\Users\blueangel\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2023-12-25.1427.8764.9.aodl,12/25/23 22:27:46,12/25/23 22:27:46,12/25/23 22:27:46,12/25/23 22:27:46,Initialize File Record Segment,0x2FBA,2,0
10007194120,12/25/23 22:27:46,File Creation,SyncEngine-2023-12-25.1334.8764.8.odlgz,\Users\blueangel\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2023-12-25.1334.8764.8.odlgz,12/25/23 22:27:46,12/25/23 22:27:46,12/25/23 22:27:46,12/25/23 22:27:46,Initialize File Record Segment,0x2FBB,0,0
10007195161,12/25/23 21:34:42,File Deletion,SyncEngine-2023-12-25.1334.8764.8.odl,\Users\blueangel\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2023-12-25.1334.8764.8.odl,12/25/23 21:34:42,12/25/23 22:27:46,12/25/23 22:27:46,12/25/23 22:27:46,Deallocate File Record Segment,0x2FAC,0,0
10007199437,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:49,12/25/23 22:27:49,12/25/23 22:27:49,Initialize File Record Segment,0x2FAC,0,0
10007200684,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:49,12/25/23 22:27:49,12/25/23 22:27:49,Deallocate File Record Segment,0x2FAC,0,0
10007200877,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:49,12/25/23 22:27:49,12/25/23 22:27:49,Initialize File Record Segment,0x2FAC,0,0
10007202126,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:49,12/25/23 22:27:49,12/25/23 22:27:49,Deallocate File Record Segment,0x2FAC,0,0
10007211115,12/25/23 22:27:59,File Creation,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/25/23 22:27:59,12/25/23 22:27:59,12/25/23 22:27:59,12/25/23 22:27:59,Initialize File Record Segment,0x2FAC,0,0
10007212366,12/25/23 22:27:59,File Deletion,UDB-User23847576+LocalStorage.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+LocalStorage.sql-journal,12/25/23 22:27:59,12/25/23 22:27:59,12/25/23 22:27:59,12/25/23 22:27:59,Deallocate File Record Segment,0x2FAC,0,0
10007212559,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:59,12/25/23 22:27:59,12/25/23 22:27:59,Initialize File Record Segment,0x2FAC,0,0
10007213810,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:27:59,12/25/23 22:27:59,12/25/23 22:27:59,Deallocate File Record Segment,0x2FAC,0,0
10007217208,12/20/22 21:47:54,File Deletion,marker_file,\Users\blueangel\Dropbox\.dropbox.cache\marker_file,12/20/22 21:47:54,12/25/23 22:18:03,12/25/23 22:18:03,12/25/23 22:18:03,Deallocate File Record Segment,0xC7,0,0
10007217377,12/25/23 22:28:03,File Creation(File System Tunneling),marker_file,\Users\blueangel\Dropbox\.dropbox.cache\marker_file,12/20/22 21:47:54,12/25/23 22:28:03,12/25/23 22:28:03,12/25/23 22:28:03,Initialize File Record Segment,0xC7,0,0
10007222723,12/25/23 22:28:03,File Creation,psi.db-journal,\ProgramData\Avast Software\Avast\psi.db-journal,12/25/23 22:28:03,12/25/23 22:28:03,12/25/23 22:28:03,12/25/23 22:28:03,Initialize File Record Segment,0x2FAC,0,0
10007223420,12/25/23 22:28:03,File Deletion,psi.db-journal,\ProgramData\Avast Software\Avast\psi.db-journal,12/25/23 22:28:03,12/25/23 22:28:03,12/25/23 22:28:03,12/25/23 22:28:03,Deallocate File Record Segment,0x2FAC,0,0
10007223885,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:28:06,12/25/23 22:28:06,12/25/23 22:28:06,Initialize File Record Segment,0x2FAC,0,0
10007225132,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:28:06,12/25/23 22:28:06,12/25/23 22:28:06,Deallocate File Record Segment,0x2FAC,0,0
10007225317,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:28:07,12/25/23 22:28:07,12/25/23 22:28:07,Initialize File Record Segment,0x2FAC,0,0
10007226609,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:28:07,12/25/23 22:28:07,12/25/23 22:28:07,Deallocate File Record Segment,0x2FAC,0,0
10007232520,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:28:13,12/25/23 22:28:13,12/25/23 22:28:13,Initialize File Record Segment,0x2FAC,0,0
10007233767,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:28:13,12/25/23 22:28:13,12/25/23 22:28:13,Deallocate File Record Segment,0x2FAC,0,0
10007238802,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:28:19,12/25/23 22:28:19,12/25/23 22:28:19,Initialize File Record Segment,0x2FAC,0,0
10007240054,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:28:19,12/25/23 22:28:19,12/25/23 22:28:19,Deallocate File Record Segment,0x2FAC,0,0
10007240305,12/25/23 22:26:43,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:28:19,12/25/23 22:28:19,12/25/23 22:28:19,Initialize File Record Segment,0x2FAC,0,0
10007241552,12/25/23 22:26:43,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/25/23 22:26:43,12/25/23 22:28:19,12/25/23 22:28:19,12/25/23 22:28:19,Deallocate File Record Segment,0x2FAC,0,0
10007243149,12/25/23 22:28:26,File Creation,asw-ddae564e-bc83-4636-bf41-957aad8ab33e.tmp,\Windows\Temp\asw-ddae564e-bc83-4636-bf41-957aad8ab33e.tmp,12/25/23 22:28:26,12/25/23 22:28:26,12/25/23 22:28:26,12/25/23 22:28:26,Initialize File Record Segment,0x2FAC,0,0
