filename,full_path,lf_lsn,usn_usn,confidence_pct,zero_in_nanoseconds,zero_in_nanoseconds_lf,time_reversal_event,basic_info_changed,cross_artifact_validation_score,cross_artifact_detected,has_logfile_evidence,has_usnjrnl_evidence
FastUserSwitchingCompatibility32.dll,\Windows\SysWOW64\FastUserSwitchingCompatibility32.dll,4400574880.0,767537152.0,99.98117734186329,True,True,True,True,1.0,True,True,True
2e7780ff-96a0-4c47-a406-67168432b0ce.tmp,\Users\blueangel\AppData\Roaming\Evernote\2e7780ff-96a0-4c47-a406-67168432b0ce.tmp,4397417770.0,766272648.0,99.89195448394335,False,False,True,True,1.0,True,True,True
5539d9e9-45de-4ebb-95fd-0fd3266f48ef.tmp,\Users\blueangel\AppData\Roaming\DropboxElectron\5539d9e9-45de-4ebb-95fd-0fd3266f48ef.tmp,4397774392.0,766412816.0,99.89195448394335,False,False,True,True,1.0,True,True,True
9addef8e-3037-4e9b-b728-faa43c5cbb92.tmp,\Users\blueangel\AppData\Roaming\Evernote\9addef8e-3037-4e9b-b728-faa43c5cbb92.tmp,4396979488.0,766112160.0,99.89195448394335,False,False,True,True,1.0,True,True,True
WaasRemediation.002.etl,\Windows\Logs\waasmediccapsule\WaasRemediation.002.etl,4399561992.0,767198936.0,99.88516629511756,False,False,True,True,1.0,True,True,True
appraiser.sdb,\Windows\appcompat\appraiser\AltData\appraiser.sdb,4399734495.0,751230512.0,99.84399303673442,True,True,True,True,1.0,True,True,True
lsdb2.json.new,\ProgramData\Avast Software\Avast\lsdb2.json.new,4401404259.0,744916808.0,99.83961176815414,False,False,True,True,1.0,True,True,True
Appraiser_TelemetryRunList.xml,\Windows\appcompat\appraiser\AltData\Appraiser_TelemetryRunList.xml,4399741334.0,751231728.0,99.81931806676447,True,True,True,True,1.0,True,True,True
BIT1172.tmp,\Users\blueangel\AppData\Local\Temp\BIT1172.tmp,4399351380.0,767118584.0,99.76288903371022,True,True,True,True,1.0,True,True,True
BIT4CB9.tmp,\Users\blueangel\AppData\Local\Temp\BIT4CB9.tmp,4399627529.0,767223440.0,99.76288903371022,True,True,True,True,1.0,True,True,True
BITA018.tmp,\Users\blueangel\AppData\Local\Temp\BITA018.tmp,4396144730.0,765633416.0,99.76288903371022,True,True,True,True,1.0,True,True,True
BIT1183.tmp,\Users\blueangel\AppData\Local\Temp\BIT1183.tmp,4399350080.0,767117792.0,99.76288903371022,True,True,True,True,1.0,True,True,True
Appraiser_Data.ini,\Windows\appcompat\appraiser\AltData\Appraiser_Data.ini,4399736175.0,751230880.0,99.72101059415132,True,True,True,True,1.0,True,True,True
Appraiser_Data.ini.bak,\Windows\appcompat\appraiser\AltData\Appraiser_Data.ini.bak,4399738506.0,751231280.0,99.7133843905534,True,True,True,True,1.0,True,True,True
UDDED02.tmp,\Windows\Temp\UDDED02.tmp,4399222929.0,767087736.0,99.6375919945566,False,False,True,True,1.0,True,True,True
BIT4C89.tmp,\Windows\Temp\BIT4C89.tmp,4399666839.0,767246832.0,99.60955014368511,True,True,True,True,1.0,True,True,True
BIT55C3.tmp,\Windows\Temp\BIT55C3.tmp,4399703575.0,767266560.0,99.60955014368511,True,True,True,True,1.0,True,True,True
BIT573B.tmp,\Windows\Temp\BIT573B.tmp,4399688109.0,767258224.0,99.60955014368511,True,True,True,True,1.0,True,True,True
44e16f5ea1d1278346023d64f752003318b89dde6c4bef2e6391d0a1889fca7d,\Users\blueangel\Desktop\Sample\44e16f5ea1d1278346023d64f752003318b89dde6c4bef2e6391d0a1889fca7d,4400426448.0,767508480.0,99.22425653447614,True,True,True,True,1.0,True,True,True
