filename,full_path,lf_lsn,usn_usn,confidence_pct,zero_in_nanoseconds,zero_in_nanoseconds_lf,time_reversal_event,basic_info_changed,cross_artifact_validation_score,cross_artifact_detected,has_logfile_evidence,has_usnjrnl_evidence
UDPTrcSvc.dll,\Windows\SysWOW64\UDPTrcSvc.dll,4400053713.0,767433784.0,99.98605109708826,False,False,True,True,1.0,True,True,True
2e7780ff-96a0-4c47-a406-67168432b0ce.tmp,\Users\blueangel\AppData\Roaming\Evernote\2e7780ff-96a0-4c47-a406-67168432b0ce.tmp,4397417770.0,766272648.0,99.89195448394335,False,False,True,True,1.0,True,True,True
5539d9e9-45de-4ebb-95fd-0fd3266f48ef.tmp,\Users\blueangel\AppData\Roaming\DropboxElectron\5539d9e9-45de-4ebb-95fd-0fd3266f48ef.tmp,4397774392.0,766412816.0,99.89195448394335,False,False,True,True,1.0,True,True,True
9addef8e-3037-4e9b-b728-faa43c5cbb92.tmp,\Users\blueangel\AppData\Roaming\Evernote\9addef8e-3037-4e9b-b728-faa43c5cbb92.tmp,4396979488.0,766112160.0,99.89195448394335,False,False,True,True,1.0,True,True,True
WaasRemediation.002.etl,\Windows\Logs\waasmediccapsule\WaasRemediation.002.etl,4399993156.0,767411176.0,99.88516629511756,False,False,True,True,1.0,True,True,True
appraiser.sdb,\Windows\appcompat\appraiser\AltData\appraiser.sdb,4401031530.0,751230512.0,99.84399303673442,True,True,True,True,1.0,True,True,True
Appraiser_TelemetryRunList.xml,\Windows\appcompat\appraiser\AltData\Appraiser_TelemetryRunList.xml,4401039744.0,751231728.0,99.81931806676447,True,True,True,True,1.0,True,True,True
BITDE8.tmp,\Users\blueangel\AppData\Local\Temp\BITDE8.tmp,4399637177.0,767242832.0,99.78823435235866,True,True,True,True,1.0,True,True,True
BITDF9.tmp,\Users\blueangel\AppData\Local\Temp\BITDF9.tmp,4399644463.0,767247176.0,99.78823435235866,True,True,True,True,1.0,True,True,True
BIT513C.tmp,\Users\blueangel\AppData\Local\Temp\BIT513C.tmp,4399984039.0,767409512.0,99.76288903371022,True,True,True,True,1.0,True,True,True
BITA018.tmp,\Users\blueangel\AppData\Local\Temp\BITA018.tmp,4396144730.0,765633416.0,99.76288903371022,True,True,True,True,1.0,True,True,True
Appraiser_Data.ini,\Windows\appcompat\appraiser\AltData\Appraiser_Data.ini,4401036373.0,751230880.0,99.72101059415132,True,True,True,True,1.0,True,True,True
Appraiser_Data.ini.bak,\Windows\appcompat\appraiser\AltData\Appraiser_Data.ini.bak,4401037897.0,751231280.0,99.7133843905534,True,True,True,True,1.0,True,True,True
UDDEF54.tmp,\Windows\Temp\UDDEF54.tmp,4399221820.0,767086320.0,99.6375919945566,False,False,True,True,1.0,True,True,True
BIT7DCD.tmp,\Windows\Temp\BIT7DCD.tmp,4400358794.0,767493144.0,99.60955014368511,True,True,True,True,1.0,True,True,True
BIT85AD.tmp,\Windows\Temp\BIT85AD.tmp,4400396649.0,767506632.0,99.60955014368511,True,True,True,True,1.0,True,True,True
BIT5D44.tmp,\Windows\Temp\BIT5D44.tmp,4400072301.0,767440448.0,99.60955014368511,True,True,True,True,1.0,True,True,True
70034b33f59c6698403293cdc28676c7daa8c49031089efa6eefce41e22dccb3,\Users\blueangel\Desktop\Sample\70034b33f59c6698403293cdc28676c7daa8c49031089efa6eefce41e22dccb3,4399466603.0,767165008.0,99.22425653447614,True,True,True,True,1.0,True,True,True
servers.def,\Program Files\Avast Software\Avast\setup\servers.def,4401422856.0,751275464.0,98.92867444357337,False,False,True,True,1.0,True,True,True
