lf_lsn,eventtime,lf_event,lf_detail,filename,filepath,lf_creation_time,lf_modified_time,lf_mft_modified_time,lf_accessed_time,lf_redo,lf_target_vcn,lf_cluster_index,case_id,eventtime_dt,merge_key,usn_usn,usn_event_info,usn_source_info,usn_file_attribute,usn_carving_flag,usn_file_reference_number,usn_parent_file_reference_number,source,time_diff_seconds,is_tunneling,is_timestomped
10586697568.0,12/31/23 0:21:17,Time Reversal Event,ModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:02/ MFTModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:02,WindowsUpdate.20231225.164824.113.72.etl,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.72.etl,,,,,Update Resident Value,0x327C,4.0,5,2023-12-31 00:21:17,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.72.etl|WindowsUpdate.20231225.164824.113.72.etl,1754198944.0,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten,Normal,Archive,,0x000200000000C9F2,0x004700000000C24C,both,0.0,False,0
10586698702.0,12/31/23 0:21:17,Time Reversal Event,ModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:06/ MFTModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:06,WindowsUpdate.20231225.164824.113.73.etl,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.73.etl,,,,,Update Resident Value,0x327C,6.0,5,2023-12-31 00:21:17,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.73.etl|WindowsUpdate.20231225.164824.113.73.etl,1754199776.0,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten,Normal,Archive,,0x000200000000C9F3,0x004700000000C24C,both,0.0,False,0
10586699489.0,12/31/23 0:21:17,Time Reversal Event,ModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:13/ MFTModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:13,WindowsUpdate.20231225.164824.113.74.etl,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.74.etl,,,,,Update Resident Value,0x327D,2.0,5,2023-12-31 00:21:17,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.74.etl|WindowsUpdate.20231225.164824.113.74.etl,1754200496.0,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten,Normal,Archive,,0x000200000000C9F5,0x004700000000C24C,both,0.0,False,0
10586700262.0,12/31/23 0:21:17,Time Reversal Event,ModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:16/ MFTModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:16,WindowsUpdate.20231225.164824.113.75.etl,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.75.etl,,,,,Update Resident Value,0x327D,4.0,5,2023-12-31 00:21:17,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.75.etl|WindowsUpdate.20231225.164824.113.75.etl,1754201216.0,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten,Normal,Archive,,0x000200000000C9F6,0x004700000000C24C,both,0.0,False,0
10586701043.0,12/31/23 0:21:17,Time Reversal Event,ModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:20/ MFTModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:20,WindowsUpdate.20231225.164824.113.76.etl,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.76.etl,,,,,Update Resident Value,0x327D,6.0,5,2023-12-31 00:21:17,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.76.etl|WindowsUpdate.20231225.164824.113.76.etl,1754201936.0,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten,Normal,Archive,,0x000300000000C9F7,0x004700000000C24C,both,0.0,False,0
10586701932.0,12/31/23 0:21:17,Time Reversal Event,ModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:22/ MFTModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:22,WindowsUpdate.20231225.164824.113.77.etl,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.77.etl,,,,,Update Resident Value,0x327E,0.0,5,2023-12-31 00:21:17,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.77.etl|WindowsUpdate.20231225.164824.113.77.etl,1754202688.0,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten,Normal,Archive,,0x000300000000C9F8,0x004700000000C24C,both,0.0,False,0
10586702705.0,12/31/23 0:21:17,Time Reversal Event,ModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:26/ MFTModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:26,WindowsUpdate.20231225.164824.113.78.etl,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.78.etl,,,,,Update Resident Value,0x327E,2.0,5,2023-12-31 00:21:17,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.78.etl|WindowsUpdate.20231225.164824.113.78.etl,1754203408.0,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten,Normal,Archive,,0x000200000000C9F9,0x004700000000C24C,both,0.0,False,0
10586703486.0,12/31/23 0:21:17,Time Reversal Event,ModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:50/ MFTModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:50,WindowsUpdate.20231225.164824.113.79.etl,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.79.etl,,,,,Update Resident Value,0x327E,4.0,5,2023-12-31 00:21:17,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.79.etl|WindowsUpdate.20231225.164824.113.79.etl,1754204128.0,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten,Normal,Archive,,0x000200000000C9FA,0x004700000000C24C,both,0.0,False,0
10586704259.0,12/31/23 0:21:17,Time Reversal Event,ModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:56/ MFTModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:11:56,WindowsUpdate.20231225.164824.113.80.etl,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.80.etl,,,,,Update Resident Value,0x327E,6.0,5,2023-12-31 00:21:17,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.80.etl|WindowsUpdate.20231225.164824.113.80.etl,1754204848.0,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten,Normal,Archive,,0x000200000000C9FB,0x004700000000C24C,both,0.0,False,0
10586705043.0,12/31/23 0:21:17,Time Reversal Event,ModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:12:04/ MFTModifiedTime : 2023-12-31 00:21:17 -> 2023-12-25 16:12:04,WindowsUpdate.20231225.164824.113.81.etl,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.81.etl,,,,,Update Resident Value,0x327F,2.0,5,2023-12-31 00:21:17,\Windows\Temp\_5E63EBB8-552A-4ABA-B509-C001D444F31C\WindowsUpdate.20231225.164824.113.81.etl|WindowsUpdate.20231225.164824.113.81.etl,1754205568.0,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten,Normal,Archive,,0x000200000000C9FD,0x004700000000C24C,both,0.0,False,0
